,id,text,author
6112,id26982,"What appeared to us more astonishing, was that these writings were expressed in various languages: some unknown to my companion, ancient Chaldee, and Egyptian hieroglyphics, old as the Pyramids.",MWS
6113,id01373,"The order I had received, was to make an observation of the direction which a detachment of the enemy might have taken, from a northern tumulus; the whole Turkish army, followed by the Greek, had poured eastward; none but the dead remained in the direction of my side.",MWS
6114,id17990,"""You are a drunken vagabond,"" said I, ""and I shall ring the bell and order my footman to kick you into the street.""",EAP
6115,id01847,A Frenchman was cognizant of the murder.,EAP
6116,id19148,"""That's why I wouldn't go at night if I was you.",HPL
6117,id22467,Immediately upon beholding this amulet we knew that we must possess it; that this treasure alone was our logical pelf from the centuried grave.,HPL
6118,id08451,"Certainly, Erich Zann was a genius of wild power.",HPL
6119,id04051,He was wholly bewildered as to the relation betwixt dream and reality in all his experiences.,HPL
6120,id01864,"God rest them, if there be any rest in the universe.",HPL
6121,id27715,We went out with the resolution of disputing with our foe.,MWS
6122,id13234,His frankness would have led him to disabuse every inquirer of such prejudice; but his indolent humor forbade all farther agitation of a topic whose interest to himself had long ceased.,EAP
6123,id13894,"And what damnable expressiveness Pickman sometimes gave the sightless faces of this charnel booty Occasionally the things were shewn leaping through open windows at night, or squatting on the chests of sleepers, worrying at their throats.",HPL
6124,id01426,"The next night, without daring to ask for the rudder, he removes it.",EAP
6125,id01788,"You have only to do so and then so so so and then so so so and then so so and then ""Mon dieu Ma'm'selle Salsafette"" here cried a dozen voices at once.",EAP
6126,id03753,"After days and nights of incredible labour and fatigue, I succeeded in discovering the cause of generation and life; nay, more, I became myself capable of bestowing animation upon lifeless matter.",MWS
6127,id15452,"It had been used, apparently, in remote feudal times, for the worst purposes of a donjon keep, and, in later days, as a place of deposit for powder, or some other highly combustible substance, as a portion of its floor, and the whole interior of a long archway through which we reached it, were carefully sheathed with copper.",EAP
6128,id16224,"""Wherefore do I feel thus?",MWS
6129,id10090,"I had lived in what is generally called the world of reality, and it was awakening to a new country to find that there was a deeper meaning in all I saw, besides that which my eyes conveyed to me.",MWS
6130,id03103,"The thought came gently and stealthily, and it seemed long before it attained full appreciation; but just as my spirit came at length properly to feel and entertain it, the figures of the judges vanished, as if magically, from before me; the tall candles sank into nothingness; their flames went out utterly; the blackness of darkness supervened; all sensations appeared swallowed up in a mad rushing descent as of the soul into Hades.",EAP
6131,id10409,"This morning, to my great joy, about nine o'clock, the surface of the moon being frightfully near, and my apprehensions excited to the utmost, the pump of my condenser at length gave evident tokens of an alteration in the atmosphere.",EAP
6132,id01641,"Yet, henceforward art thou also dead dead to the World, to Heaven and to Hope In me didst thou exist and, in my death, see by this image, which is thine own, how utterly thou hast murdered thyself.""",EAP
6133,id06949,Heard distinctly 'sacré' and 'mon Dieu.',EAP
6134,id10734,"During this interval, one of the servants, happening to examine the apparel she had worn on the night of the murder, had discovered in her pocket the picture of my mother, which had been judged to be the temptation of the murderer.",MWS
6135,id09131,"And the trees still sheltered singing birds, and at evening the moon and stars looked down upon dewy blossoms in the walled rose gardens.",HPL
6136,id13695,"But as time passed, men observed a want of gaiety in the once sparkling Musides.",HPL
6137,id13632,"After slight reflection I gave a willing assent to this bold proposition, which strange to say met with objection from the two seamen only.",EAP
6138,id26265,"Taking advantage of the disorganisation of both college work and municipal health regulations, he managed to get a recently deceased body smuggled into the university dissecting room one night, and in my presence injected a new modification of his solution.",HPL
6139,id22298,"It was a simple, rambling thing a naive sailor's effort at a post facto diary and strove to recall day by day that last awful voyage.",HPL
6140,id00236,"Never a competent navigator, I could only guess vaguely by the sun and stars that I was somewhat south of the equator.",HPL
6141,id02846,"Love had doubled all her excellencies, and placed a diadem on her genius.",MWS
6142,id24516,"Brown Jenkin, too, was always a little nearer at the last, and its yellowish white fangs glistened shockingly in that unearthly violet phosphorescence.",HPL
6143,id06712,"As a last effort, my sister mustered her strength, her firmness; she stepped from one boat to the other, and then with a shriek she sprang towards Raymond, knelt at his side, and glueing her lips to the hand she seized, her face shrouded by her long hair, gave herself up to tears.",MWS
6144,id15138,"It might be actively hostile, or it might be dictated merely by blind motives of self preservation.",HPL
6145,id18504,"""Full well alas do I remember it,"" I exclaimed, pressing passionately the delicate hand which offered the glasses for my inspection.",EAP
6146,id18955,It was also possible that the inhabitants of a given dimensional realm could survive entry to many unknown and incomprehensible realms of additional or indefinitely multiplied dimensions be they within or outside the given space time continuum and that the converse would be likewise true.,HPL
